transaction_id,customer_id,persona,date,hour,branch,channel,items,num_items,amount_bhd,payment_method,loyalty_member
TXN137045,CUST0147,Frequent,2024-02-03,18,Muharraq,Dine-in,Spanish Latte + Cappuccino + Cold Brew,3,6.1,Card,True
TXN151739,CUST0368,Weekend Visitor,2024-02-03,7,Adliya,Takeaway,Espresso + Cappuccino + Flat White + Cortado,4,6.5,Benefit Pay,False
TXN111761,CUST0039,Daily Regular,2024-02-03,11,Adliya,Jahez,Cappuccino + Karak Tea,2,2.6,Benefit Pay,False
TXN111779,CUST0039,Daily Regular,2024-02-03,8,Adliya,Dine-in,Flat White + Flat White,2,3.8,Card,False
TXN122654,CUST0078,Daily Regular,2024-02-03,17,Muharraq,Takeaway,Latte + Espresso,2,3.0,Benefit Pay,True
TXN133288,CUST0115,Daily Regular,2024-02-03,17,Seef,Dine-in,Latte,1,1.8,Card,True
TXN108911,CUST0030,Daily Regular,2024-02-03,9,Adliya,Takeaway,Americano,1,1.4,Card,False
TXN153431,CUST0419,Weekend Visitor,2024-02-03,16,Adliya,Jahez,Cappuccino + Halloumi Sandwich,2,5.0,Benefit Pay,False
TXN113208,CUST0043,Daily Regular,2024-02-03,12,Adliya,Takeaway,Matcha Latte + Iced Latte,2,4.5,Benefit Pay,True
TXN113166,CUST0043,Daily Regular,2024-02-03,18,Adliya,Dine-in,Cortado,1,1.6,Card,True
TXN146501,CUST0267,Frequent,2024-02-03,7,Adliya,Dine-in,Espresso + Spanish Latte,2,3.3,Benefit Pay,False
TXN151135,CUST0350,Weekend Visitor,2024-02-03,13,Adliya,Jahez,Spanish Latte + Latte,2,3.9,Cash,False
TXN115626,CUST0052,Daily Regular,2024-02-03,8,Muharraq,Takeaway,Flat White,1,1.9,Benefit Pay,True
TXN112875,CUST0042,Daily Regular,2024-02-03,9,Seef,Takeaway,Matcha Latte + Latte,2,4.3,Card,True
TXN108034,CUST0027,Daily Regular,2024-02-03,12,Riffa,Takeaway,Cappuccino + Matcha Latte,2,4.3,Benefit Pay,False
TXN102254,CUST0008,Daily Regular,2024-02-03,18,Seef,Dine-in,Espresso,1,1.2,Cash,True
TXN125869,CUST0090,Daily Regular,2024-02-03,17,Riffa,Takeaway,Spanish Latte,1,2.1,Benefit Pay,True
TXN133136,CUST0115,Daily Regular,2024-02-03,9,Seef,Jahez,Flat White,1,1.9,Cash,True
TXN121053,CUST0072,Daily Regular,2024-02-03,13,Seef,Talabat,Cortado + Flat White,2,3.5,Benefit Pay,True
TXN143741,CUST0232,Frequent,2024-02-03,10,Seef,Dine-in,Espresso + Karak Tea + Latte,3,3.8,Card,True
TXN143747,CUST0232,Frequent,2024-02-03,8,Riffa,Dine-in,Latte,1,1.8,Apple Pay,True
TXN121097,CUST0072,Daily Regular,2024-02-03,18,Adliya,Takeaway,Americano + Latte,2,3.2,Cash,True
TXN147804,CUST0281,Frequent,2024-02-03,9,Adliya,Takeaway,Flat White + Flat White,2,3.8,Benefit Pay,True
TXN142653,CUST0220,Frequent,2024-02-03,13,Adliya,Dine-in,Espresso + Latte + Matcha Latte,3,5.5,Apple Pay,True
TXN118895,CUST0064,Daily Regular,2024-02-03,14,Riffa,Dine-in,Cappuccino + Avocado Toast,2,5.3,Benefit Pay,True
TXN153054,CUST0407,Weekend Visitor,2024-02-03,13,Adliya,Talabat,Iced Latte + Flat White + Spanish Latte + Spanish Latte,4,8.1,Card,False
TXN157322,CUST0663,Occasional,2024-02-03,20,Adliya,Dine-in,Flat White,1,1.9,Apple Pay,False
TXN131458,CUST0110,Daily Regular,2024-02-03,12,Adliya,Talabat,Matcha Latte,1,2.5,Benefit Pay,True
TXN114714,CUST0048,Daily Regular,2024-02-03,14,Adliya,Jahez,Cappuccino,1,1.8,Benefit Pay,True
TXN100157,CUST0001,Daily Regular,2024-02-03,13,Seef,Dine-in,Cortado + Cortado,2,3.2,Card,True
TXN157174,CUST0644,Occasional,2024-02-03,16,Riffa,Dine-in,Cortado + Cortado,2,3.2,Benefit Pay,False
TXN115333,CUST0050,Daily Regular,2024-02-03,16,Seef,Talabat,Espresso + Spanish Latte,2,3.3,Apple Pay,True
TXN119013,CUST0064,Daily Regular,2024-02-03,20,Seef,Talabat,Matcha Latte,1,2.5,Apple Pay,True
TXN101432,CUST0005,Daily Regular,2024-02-03,15,Adliya,Dine-in,Latte + Espresso,2,3.0,Benefit Pay,True
TXN131563,CUST0110,Daily Regular,2024-02-03,7,Adliya,Dine-in,Matcha Latte,1,2.5,Apple Pay,True
TXN103468,CUST0012,Daily Regular,2024-02-03,8,Muharraq,Dine-in,Cappuccino,1,1.8,Apple Pay,True
TXN124256,CUST0084,Daily Regular,2024-02-03,15,Muharraq,Talabat,Spanish Latte + Avocado Toast,2,5.6,Card,True
TXN102810,CUST0010,Daily Regular,2024-02-03,14,Seef,Dine-in,Americano + Avocado Toast,2,4.9,Apple Pay,True
TXN110829,CUST0036,Daily Regular,2024-02-04,15,Riffa,Dine-in,Flat White,1,1.9,Apple Pay,True
TXN109076,CUST0030,Daily Regular,2024-02-04,17,Adliya,Dine-in,Latte,1,1.8,Apple Pay,False
TXN140355,CUST0191,Frequent,2024-02-04,16,Seef,Dine-in,Americano,1,1.4,Apple Pay,True
TXN113174,CUST0043,Daily Regular,2024-02-04,8,Adliya,Talabat,Flat White,1,1.9,Benefit Pay,True
TXN143611,CUST0231,Frequent,2024-02-04,16,Seef,Takeaway,Spanish Latte,1,2.1,Card,False
TXN149808,CUST0310,Weekend Visitor,2024-02-04,9,Adliya,Dine-in,Cold Brew + Date Cake + Karak Tea + Karak Tea,4,6.0,Apple Pay,False
TXN127596,CUST0096,Daily Regular,2024-02-04,7,Muharraq,Takeaway,Latte,1,1.8,Benefit Pay,True
TXN147094,CUST0274,Frequent,2024-02-04,10,Adliya,Takeaway,Matcha Latte,1,2.5,Benefit Pay,True
TXN130183,CUST0106,Daily Regular,2024-02-04,18,Adliya,Takeaway,Americano,1,1.4,Cash,True
TXN142183,CUST0215,Frequent,2024-02-04,13,Adliya,Takeaway,Cold Brew + Cappuccino,2,4.0,Benefit Pay,True
TXN111667,CUST0039,Daily Regular,2024-02-04,8,Adliya,Dine-in,Cappuccino,1,1.8,Cash,False
TXN149673,CUST0305,Weekend Visitor,2024-02-04,15,Muharraq,Takeaway,Cortado + Halloumi Sandwich,2,4.8,Apple Pay,False
TXN122797,CUST0078,Daily Regular,2024-02-04,15,Muharraq,Dine-in,Cold Brew + Cappuccino,2,4.0,Card,True
TXN124069,CUST0083,Daily Regular,2024-02-04,14,Adliya,Dine-in,Espresso,1,1.2,Cash,False
TXN139543,CUST0180,Frequent,2024-02-04,8,Seef,Dine-in,Cappuccino + Cold Brew + Cappuccino,3,5.8,Apple Pay,True
TXN133078,CUST0114,Daily Regular,2024-02-04,20,Seef,Jahez,Espresso + Date Cake,2,3.4,Cash,True
TXN142200,CUST0215,Frequent,2024-02-04,9,Adliya,Dine-in,Cappuccino + Halloumi Sandwich,2,5.0,Apple Pay,True
TXN154478,CUST0449,Weekend Visitor,2024-02-04,13,Muharraq,Dine-in,Cortado + Cortado,2,3.2,Apple Pay,False
TXN122801,CUST0078,Daily Regular,2024-02-04,11,Muharraq,Takeaway,Cappuccino,1,1.8,Apple Pay,True
TXN116957,CUST0057,Daily Regular,2024-02-04,10,Muharraq,Takeaway,Iced Latte + Matcha Latte,2,4.5,Benefit Pay,True
TXN120701,CUST0071,Daily Regular,2024-02-04,14,Riffa,Takeaway,Flat White,1,1.9,Cash,True
TXN155067,CUST0465,Weekend Visitor,2024-02-04,14,Adliya,Talabat,Americano + Cappuccino + Croissant + Iced Latte,4,6.7,Card,False
TXN122660,CUST0078,Daily Regular,2024-02-04,7,Adliya,Talabat,Cold Brew + Spanish Latte,2,4.3,Benefit Pay,True
TXN109835,CUST0033,Daily Regular,2024-02-04,12,Seef,Dine-in,Cold Brew,1,2.2,Card,True
TXN154101,CUST0440,Weekend Visitor,2024-02-04,9,Riffa,Takeaway,Americano + Date Cake + Halloumi Sandwich + Karak Tea,4,7.6,Apple Pay,True
TXN140868,CUST0198,Frequent,2024-02-04,20,Adliya,Dine-in,Cold Brew + Halloumi Sandwich,2,5.4,Benefit Pay,True
TXN143733,CUST0232,Frequent,2024-02-04,8,Riffa,Takeaway,Cortado + Latte,2,3.4,Card,True
TXN128584,CUST0100,Daily Regular,2024-02-04,15,Riffa,Jahez,Cortado + Flat White,2,3.5,Card,True
TXN155561,CUST0483,Weekend Visitor,2024-02-04,8,Muharraq,Dine-in,Espresso + Date Cake + Date Cake,3,5.6,Cash,True
TXN129413,CUST0103,Daily Regular,2024-02-04,9,Muharraq,Jahez,Spanish Latte,1,2.1,Cash,True
TXN152848,CUST0401,Weekend Visitor,2024-02-04,14,Adliya,Talabat,Cappuccino + Croissant,2,3.3,Benefit Pay,True
TXN112074,CUST0040,Daily Regular,2024-02-04,9,Seef,Dine-in,Spanish Latte,1,2.1,Cash,True
TXN121149,CUST0072,Daily Regular,2024-02-04,16,Adliya,Talabat,Cold Brew,1,2.2,Apple Pay,True
TXN127482,CUST0096,Daily Regular,2024-02-04,21,Riffa,Dine-in,Flat White + Cold Brew,2,4.1,Benefit Pay,True
TXN112027,CUST0040,Daily Regular,2024-02-04,8,Seef,Takeaway,Cold Brew,1,2.2,Benefit Pay,True
TXN116510,CUST0055,Daily Regular,2024-02-04,10,Muharraq,Takeaway,Iced Latte,1,2.0,Card,True
TXN147678,CUST0280,Frequent,2024-02-04,10,Seef,Dine-in,Spanish Latte + Cold Brew + Croissant,3,5.8,Card,False
TXN117588,CUST0060,Daily Regular,2024-02-04,11,Adliya,Takeaway,Flat White,1,1.9,Benefit Pay,True
TXN123880,CUST0082,Daily Regular,2024-02-04,15,Seef,Takeaway,Iced Latte,1,2.0,Apple Pay,True
TXN148022,CUST0283,Frequent,2024-02-04,7,Muharraq,Dine-in,Cappuccino + Flat White + Americano,3,5.1,Benefit Pay,True
TXN142329,CUST0216,Frequent,2024-02-04,9,Riffa,Dine-in,Iced Latte,1,2.0,Cash,False
TXN141743,CUST0208,Frequent,2024-02-04,8,Riffa,Takeaway,Flat White + Cappuccino,2,3.7,Card,True
TXN139160,CUST0174,Frequent,2024-02-04,17,Seef,Dine-in,Latte + Cortado + Latte,3,5.2,Card,False
TXN127111,CUST0094,Daily Regular,2024-02-04,13,Riffa,Dine-in,Spanish Latte,1,2.1,Benefit Pay,True
TXN112012,CUST0040,Daily Regular,2024-02-04,16,Seef,Takeaway,Americano,1,1.4,Benefit Pay,True
TXN117583,CUST0060,Daily Regular,2024-02-04,11,Adliya,Takeaway,Latte,1,1.8,Card,True
TXN129501,CUST0103,Daily Regular,2024-02-04,15,Muharraq,Dine-in,Espresso + Latte,2,3.0,Card,True
TXN116708,CUST0056,Daily Regular,2024-02-04,8,Muharraq,Dine-in,Spanish Latte + Matcha Latte,2,4.6,Benefit Pay,True
TXN101116,CUST0004,Daily Regular,2024-02-04,10,Adliya,Dine-in,Americano,1,1.4,Benefit Pay,False
TXN123164,CUST0079,Daily Regular,2024-02-04,7,Seef,Takeaway,Espresso,1,1.2,Card,True
TXN113145,CUST0043,Daily Regular,2024-02-04,14,Adliya,Dine-in,Spanish Latte + Matcha Latte,2,4.6,Benefit Pay,True
TXN124196,CUST0084,Daily Regular,2024-02-04,14,Muharraq,Takeaway,Latte,1,1.8,Card,True
TXN123935,CUST0083,Daily Regular,2024-02-04,8,Muharraq,Takeaway,Espresso,1,1.2,Benefit Pay,False
TXN144506,CUST0242,Frequent,2024-02-04,7,Adliya,Dine-in,Americano + Karak Tea + Karak Tea,3,3.0,Card,True
TXN153594,CUST0424,Weekend Visitor,2024-02-04,9,Adliya,Dine-in,Cortado + Cheesecake,2,4.4,Benefit Pay,False
TXN100099,CUST0001,Daily Regular,2024-02-04,9,Seef,Talabat,Cortado,1,1.6,Card,True
TXN147064,CUST0273,Frequent,2024-02-04,11,Seef,Dine-in,Latte,1,1.8,Card,True
TXN124210,CUST0084,Daily Regular,2024-02-04,14,Muharraq,Takeaway,Iced Latte + Latte,2,3.8,Apple Pay,True
TXN151735,CUST0368,Weekend Visitor,2024-02-04,7,Adliya,Jahez,Flat White + Cold Brew,2,4.1,Apple Pay,False
TXN127884,CUST0098,Daily Regular,2024-02-04,8,Muharraq,Dine-in,Cold Brew,1,2.2,Benefit Pay,True
TXN139757,CUST0183,Frequent,2024-02-04,10,Seef,Takeaway,Cappuccino,1,1.8,Benefit Pay,True
TXN148030,CUST0283,Frequent,2024-02-04,7,Muharraq,Takeaway,Espresso + Espresso + Spanish Latte,3,4.5,Benefit Pay,True
TXN130943,CUST0108,Daily Regular,2024-02-04,9,Adliya,Dine-in,Americano,1,1.4,Cash,True
TXN102036,CUST0007,Daily Regular,2024-02-04,15,Muharraq,Dine-in,Spanish Latte,1,2.1,Benefit Pay,True
TXN114059,CUST0046,Daily Regular,2024-02-04,17,Riffa,Talabat,Cold Brew,1,2.2,Apple Pay,False
TXN119969,CUST0068,Daily Regular,2024-02-04,10,Riffa,Dine-in,Flat White + Cold Brew,2,4.1,Apple Pay,True
TXN100552,CUST0002,Daily Regular,2024-02-04,19,Seef,Dine-in,Cold Brew + Halloumi Sandwich,2,5.4,Benefit Pay,True
TXN148149,CUST0284,Frequent,2024-02-04,17,Seef,Takeaway,Espresso + Flat White + Croissant,3,4.6,Apple Pay,True
TXN157394,CUST0671,Occasional,2024-02-04,13,Muharraq,Dine-in,Cortado + Latte + Halloumi Sandwich,3,6.6,Apple Pay,True
TXN131384,CUST0109,Daily Regular,2024-02-04,12,Muharraq,Takeaway,Americano,1,1.4,Card,True
TXN106176,CUST0021,Daily Regular,2024-02-04,18,Seef,Jahez,Matcha Latte,1,2.5,Apple Pay,True
TXN124093,CUST0083,Daily Regular,2024-02-04,15,Adliya,Dine-in,Cappuccino,1,1.8,Benefit Pay,False
TXN123198,CUST0079,Daily Regular,2024-02-04,9,Seef,Talabat,Americano,1,1.4,Benefit Pay,True
TXN112221,CUST0040,Daily Regular,2024-02-04,8,Seef,Dine-in,Cappuccino + Latte,2,3.6,Apple Pay,True
TXN140380,CUST0191,Frequent,2024-02-04,9,Seef,Dine-in,Cold Brew,1,2.2,Card,True
TXN155136,CUST0469,Weekend Visitor,2024-02-04,15,Seef,Takeaway,Latte + Cheesecake + Latte + Cappuccino,4,8.2,Benefit Pay,True
TXN101316,CUST0005,Daily Regular,2024-02-04,8,Adliya,Dine-in,Iced Latte + Cappuccino,2,3.8,Card,True
TXN125886,CUST0090,Daily Regular,2024-02-04,18,Seef,Dine-in,Cortado + Avocado Toast,2,5.1,Apple Pay,True
TXN118829,CUST0064,Daily Regular,2024-02-04,7,Seef,Dine-in,Matcha Latte,1,2.5,Benefit Pay,True
TXN114296,CUST0047,Daily Regular,2024-02-04,7,Adliya,Dine-in,Espresso,1,1.2,Card,True
TXN115207,CUST0050,Daily Regular,2024-02-04,13,Adliya,Dine-in,Flat White + Cold Brew,2,4.1,Card,True
TXN153190,CUST0411,Weekend Visitor,2024-02-04,10,Muharraq,Takeaway,Iced Latte + Flat White + Matcha Latte,3,6.4,Apple Pay,False
TXN118840,CUST0064,Daily Regular,2024-02-04,18,Seef,Dine-in,Cortado,1,1.6,Benefit Pay,True
TXN122764,CUST0078,Daily Regular,2024-02-05,17,Muharraq,Dine-in,Flat White + Croissant,2,3.4,Benefit Pay,True
TXN141214,CUST0202,Frequent,2024-02-05,17,Adliya,Talabat,Cortado + Halloumi Sandwich + Cortado,3,6.4,Card,False
TXN150906,CUST0341,Weekend Visitor,2024-02-05,9,Riffa,Dine-in,Cappuccino + Cheesecake + Cheesecake,3,7.4,Cash,True
TXN108097,CUST0027,Daily Regular,2024-02-05,9,Riffa,Dine-in,Spanish Latte + Cappuccino,2,3.9,Cash,False
TXN118503,CUST0063,Daily Regular,2024-02-05,8,Adliya,Dine-in,Americano,1,1.4,Apple Pay,True
TXN115641,CUST0052,Daily Regular,2024-02-05,16,Muharraq,Dine-in,Cold Brew,1,2.2,Cash,True
TXN137581,CUST0155,Frequent,2024-02-05,9,Muharraq,Dine-in,Spanish Latte,1,2.1,Benefit Pay,True
TXN117515,CUST0060,Daily Regular,2024-02-05,8,Adliya,Talabat,Cappuccino,1,1.8,Cash,True
TXN113493,CUST0044,Daily Regular,2024-02-05,9,Adliya,Takeaway,Matcha Latte + Americano,2,3.9,Benefit Pay,False
TXN136054,CUST0136,Frequent,2024-02-05,10,Seef,Takeaway,Flat White + Americano + Avocado Toast,3,6.8,Cash,True
TXN147861,CUST0281,Frequent,2024-02-05,10,Seef,Dine-in,Americano + Cold Brew + Spanish Latte,3,5.7,Benefit Pay,True
TXN150015,CUST0315,Weekend Visitor,2024-02-05,11,Adliya,Jahez,Cold Brew + Spanish Latte + Matcha Latte + Cheesecake,4,9.6,Cash,False
TXN100459,CUST0002,Daily Regular,2024-02-05,8,Seef,Talabat,Cortado + Date Cake,2,3.8,Apple Pay,True
TXN105403,CUST0019,Daily Regular,2024-02-05,13,Seef,Dine-in,Espresso + Flat White,2,3.1,Card,False
TXN108185,CUST0027,Daily Regular,2024-02-05,20,Riffa,Takeaway,Cold Brew,1,2.2,Apple Pay,False
TXN137751,CUST0157,Frequent,2024-02-05,7,Muharraq,Dine-in,Latte + Latte,2,3.6,Apple Pay,True
TXN112041,CUST0040,Daily Regular,2024-02-05,11,Seef,Dine-in,Flat White,1,1.9,Card,True
TXN103010,CUST0010,Daily Regular,2024-02-05,20,Seef,Dine-in,Flat White,1,1.9,Apple Pay,True
TXN101186,CUST0004,Daily Regular,2024-02-05,7,Adliya,Jahez,Americano,1,1.4,Benefit Pay,False
TXN101449,CUST0005,Daily Regular,2024-02-05,18,Adliya,Talabat,Flat White + Cappuccino,2,3.7,Card,True
TXN133328,CUST0115,Daily Regular,2024-02-05,16,Seef,Dine-in,Cappuccino + Date Cake,2,4.0,Benefit Pay,True
TXN100921,CUST0003,Daily Regular,2024-02-05,16,Muharraq,Dine-in,Americano,1,1.4,Card,True
TXN110993,CUST0037,Daily Regular,2024-02-05,18,Seef,Dine-in,Flat White + Cortado,2,3.5,Apple Pay,False
TXN115479,CUST0051,Daily Regular,2024-02-05,16,Muharraq,Takeaway,Flat White,1,1.9,Cash,False
TXN143124,CUST0225,Frequent,2024-02-05,17,Adliya,Talabat,Matcha Latte + Iced Latte,2,4.5,Card,True
TXN106798,CUST0023,Daily Regular,2024-02-05,21,Muharraq,Dine-in,Cappuccino + Espresso,2,3.0,Benefit Pay,True
TXN111990,CUST0039,Daily Regular,2024-02-05,18,Seef,Takeaway,Americano + Cold Brew,2,3.6,Benefit Pay,False
TXN128466,CUST0100,Daily Regular,2024-02-05,12,Muharraq,Takeaway,Cold Brew,1,2.2,Benefit Pay,True
TXN127680,CUST0097,Daily Regular,2024-02-05,18,Seef,Takeaway,Cortado + Avocado Toast,2,5.1,Card,True
TXN100665,CUST0003,Daily Regular,2024-02-05,17,Adliya,Dine-in,Spanish Latte + Croissant,2,3.6,Card,True
TXN121144,CUST0072,Daily Regular,2024-02-05,8,Adliya,Dine-in,Spanish Latte + Avocado Toast,2,5.6,Benefit Pay,True
TXN142900,CUST0223,Frequent,2024-02-05,17,Seef,Takeaway,Americano + Croissant + Espresso,3,4.1,Apple Pay,True
TXN138382,CUST0164,Frequent,2024-02-05,14,Muharraq,Dine-in,Spanish Latte,1,2.1,Cash,True
TXN102930,CUST0010,Daily Regular,2024-02-05,14,Seef,Dine-in,Iced Latte,1,2.0,Cash,True
TXN115978,CUST0053,Daily Regular,2024-02-05,12,Adliya,Dine-in,Espresso,1,1.2,Card,False
TXN118583,CUST0063,Daily Regular,2024-02-05,8,Muharraq,Dine-in,Americano,1,1.4,Card,True
TXN114068,CUST0046,Daily Regular,2024-02-05,11,Riffa,Talabat,Espresso + Halloumi Sandwich,2,4.4,Benefit Pay,False
TXN155691,CUST0487,Weekend Visitor,2024-02-05,13,Riffa,Jahez,Cortado + Flat White,2,3.5,Benefit Pay,True
TXN111954,CUST0039,Daily Regular,2024-02-05,7,Adliya,Dine-in,Espresso + Iced Latte,2,3.2,Apple Pay,False
TXN110577,CUST0035,Daily Regular,2024-02-05,9,Riffa,Takeaway,Americano,1,1.4,Apple Pay,True
TXN129213,CUST0102,Daily Regular,2024-02-05,10,Seef,Takeaway,Cappuccino + Flat White,2,3.7,Benefit Pay,False
TXN133201,CUST0115,Daily Regular,2024-02-05,9,Seef,Dine-in,Americano + Karak Tea,2,2.2,Benefit Pay,True
TXN131446,CUST0110,Daily Regular,2024-02-05,16,Adliya,Talabat,Americano + Karak Tea,2,2.2,Benefit Pay,True
TXN113688,CUST0045,Daily Regular,2024-02-05,18,Muharraq,Dine-in,Flat White,1,1.9,Apple Pay,False
TXN114026,CUST0046,Daily Regular,2024-02-05,15,Riffa,Dine-in,Espresso + Americano,2,2.6,Benefit Pay,False
TXN110235,CUST0034,Daily Regular,2024-02-05,10,Riffa,Takeaway,Spanish Latte,1,2.1,Card,True
TXN130335,CUST0106,Daily Regular,2024-02-05,12,Adliya,Dine-in,Americano + Flat White,2,3.3,Apple Pay,True
TXN138816,CUST0170,Frequent,2024-02-05,18,Muharraq,Dine-in,Matcha Latte + Americano + Matcha Latte,3,6.4,Card,True
TXN145599,CUST0256,Frequent,2024-02-05,16,Muharraq,Takeaway,Espresso,1,1.2,Benefit Pay,True
TXN117608,CUST0060,Daily Regular,2024-02-05,19,Adliya,Talabat,Spanish Latte + Iced Latte,2,4.1,Card,True
TXN148136,CUST0284,Frequent,2024-02-05,15,Seef,Takeaway,Cortado,1,1.6,Benefit Pay,True
TXN111942,CUST0039,Daily Regular,2024-02-05,9,Adliya,Talabat,Espresso + Americano,2,2.6,Card,False
TXN119236,CUST0066,Daily Regular,2024-02-05,10,Seef,Dine-in,Americano,1,1.4,Apple Pay,False
TXN100533,CUST0002,Daily Regular,2024-02-05,19,Seef,Dine-in,Cappuccino,1,1.8,Benefit Pay,True
TXN145672,CUST0257,Frequent,2024-02-05,16,Adliya,Dine-in,Matcha Latte + Date Cake,2,4.7,Card,True
TXN121058,CUST0072,Daily Regular,2024-02-05,16,Adliya,Dine-in,Flat White,1,1.9,Apple Pay,True
TXN125956,CUST0090,Daily Regular,2024-02-05,17,Seef,Dine-in,Cortado + Espresso,2,2.8,Apple Pay,True
TXN149764,CUST0309,Weekend Visitor,2024-02-05,8,Adliya,Dine-in,Cappuccino + Espresso + Flat White + Cold Brew,4,7.1,Card,True
TXN121031,CUST0072,Daily Regular,2024-02-05,20,Adliya,Dine-in,Espresso + Spanish Latte,2,3.3,Benefit Pay,True
TXN112973,CUST0042,Daily Regular,2024-02-05,11,Riffa,Talabat,Spanish Latte,1,2.1,Apple Pay,True
TXN110507,CUST0035,Daily Regular,2024-02-05,11,Riffa,Takeaway,Americano,1,1.4,Benefit Pay,True
TXN136322,CUST0139,Frequent,2024-02-05,9,Muharraq,Dine-in,Cold Brew + Matcha Latte,2,4.7,Apple Pay,False
TXN102256,CUST0008,Daily Regular,2024-02-05,18,Seef,Dine-in,Espresso + Flat White,2,3.1,Apple Pay,True
TXN122680,CUST0078,Daily Regular,2024-02-05,11,Muharraq,Takeaway,Latte,1,1.8,Cash,True
TXN139234,CUST0175,Frequent,2024-02-05,18,Riffa,Dine-in,Espresso,1,1.2,Card,False
TXN100802,CUST0003,Daily Regular,2024-02-05,10,Muharraq,Dine-in,Spanish Latte,1,2.1,Apple Pay,True
TXN157676,CUST0742,One-Timer,2024-02-05,9,Seef,Takeaway,Cappuccino,1,1.8,Apple Pay,False
TXN157108,CUST0636,Occasional,2024-02-05,14,Muharraq,Dine-in,Flat White + Latte,2,3.7,Benefit Pay,False
TXN135950,CUST0134,Frequent,2024-02-05,15,Adliya,Takeaway,Flat White + Cheesecake,2,4.7,Benefit Pay,True
TXN157559,CUST0692,Occasional,2024-02-05,11,Muharraq,Takeaway,Iced Latte + Flat White,2,3.9,Apple Pay,False
TXN117481,CUST0060,Daily Regular,2024-02-05,10,Seef,Dine-in,Iced Latte,1,2.0,Card,True
TXN138826,CUST0170,Frequent,2024-02-05,17,Seef,Takeaway,Cappuccino,1,1.8,Cash,True
TXN138698,CUST0168,Frequent,2024-02-05,20,Riffa,Dine-in,Matcha Latte + Cappuccino + Flat White,3,6.2,Apple Pay,False
TXN100761,CUST0003,Daily Regular,2024-02-05,9,Muharraq,Takeaway,Latte + Latte,2,3.6,Benefit Pay,True
TXN143056,CUST0225,Frequent,2024-02-05,13,Muharraq,Talabat,Espresso + Americano + Spanish Latte,3,4.7,Card,True
TXN100409,CUST0002,Daily Regular,2024-02-06,17,Muharraq,Talabat,Matcha Latte + Espresso,2,3.7,Cash,True
TXN108051,CUST0027,Daily Regular,2024-02-06,11,Riffa,Dine-in,Iced Latte + Cold Brew,2,4.2,Apple Pay,False
TXN100631,CUST0003,Daily Regular,2024-02-06,18,Muharraq,Dine-in,Espresso + Americano,2,2.6,Benefit Pay,True
TXN105962,CUST0021,Daily Regular,2024-02-06,13,Seef,Takeaway,Iced Latte,1,2.0,Benefit Pay,True
TXN119462,CUST0066,Daily Regular,2024-02-06,18,Riffa,Dine-in,Cortado + Espresso,2,2.8,Benefit Pay,False
TXN139878,CUST0184,Frequent,2024-02-06,18,Seef,Jahez,Cold Brew,1,2.2,Benefit Pay,False
TXN121096,CUST0072,Daily Regular,2024-02-06,8,Adliya,Dine-in,Cortado + Latte,2,3.4,Cash,True
TXN125897,CUST0090,Daily Regular,2024-02-06,15,Riffa,Dine-in,Espresso,1,1.2,Benefit Pay,True
TXN142205,CUST0215,Frequent,2024-02-06,7,Riffa,Dine-in,Cold Brew + Espresso + Cortado,3,5.0,Apple Pay,True
TXN110844,CUST0036,Daily Regular,2024-02-06,11,Riffa,Talabat,Cortado + Espresso,2,2.8,Card,True
TXN105963,CUST0021,Daily Regular,2024-02-06,7,Seef,Jahez,Iced Latte,1,2.0,Benefit Pay,True
TXN123954,CUST0083,Daily Regular,2024-02-06,20,Adliya,Dine-in,Cold Brew + Spanish Latte,2,4.3,Benefit Pay,False
TXN102245,CUST0008,Daily Regular,2024-02-06,13,Seef,Takeaway,Spanish Latte + Iced Latte,2,4.1,Benefit Pay,True
TXN116763,CUST0056,Daily Regular,2024-02-06,10,Muharraq,Jahez,Matcha Latte,1,2.5,Benefit Pay,True
TXN144875,CUST0246,Frequent,2024-02-06,12,Seef,Dine-in,Espresso + Latte,2,3.0,Card,True
TXN116805,CUST0057,Daily Regular,2024-02-06,11,Muharraq,Dine-in,Cortado + Cold Brew,2,3.8,Apple Pay,True
TXN113000,CUST0042,Daily Regular,2024-02-06,16,Muharraq,Jahez,Cappuccino + Espresso,2,3.0,Apple Pay,True
TXN121137,CUST0072,Daily Regular,2024-02-06,11,Adliya,Dine-in,Flat White,1,1.9,Apple Pay,True
TXN117712,CUST0060,Daily Regular,2024-02-06,11,Seef,Talabat,Iced Latte + Matcha Latte,2,4.5,Apple Pay,True
TXN137759,CUST0157,Frequent,2024-02-06,13,Riffa,Takeaway,Flat White,1,1.9,Apple Pay,True
TXN126031,CUST0091,Daily Regular,2024-02-06,17,Adliya,Dine-in,Iced Latte + Cheesecake,2,4.8,Benefit Pay,True
TXN155680,CUST0486,Weekend Visitor,2024-02-06,11,Muharraq,Takeaway,Flat White + Flat White,2,3.8,Cash,False
TXN157097,CUST0635,Occasional,2024-02-06,9,Adliya,Dine-in,Flat White,1,1.9,Apple Pay,False
TXN109012,CUST0030,Daily Regular,2024-02-06,7,Adliya,Talabat,Latte,1,1.8,Card,False
TXN130278,CUST0106,Daily Regular,2024-02-06,16,Adliya,Talabat,Matcha Latte + Halloumi Sandwich,2,5.7,Benefit Pay,True
